"STATISTIC","Statistic Label","TLIST(D1)","Daily","C03634V04374","Daily and Seven Day Rolling Totals","UNIT","VALUE"
"CBM03C12","Credit Card Volumes - Business Cards","2020M07D26","2020 July 26","20","Seven day rolling total","Euro Thousand","30447"
"CBM03C12","Credit Card Volumes - Business Cards","2020M07D27","2020 July 27","10","Daily total","Euro Thousand","5068"
"CBM03C12","Credit Card Volumes - Business Cards","2020M07D27","2020 July 27","20","Seven day rolling total","Euro Thousand","30354"
"CBM03C12","Credit Card Volumes - Business Cards","2020M07D28","2020 July 28","10","Daily total","Euro Thousand","5483"
"CBM03C12","Credit Card Volumes - Business Cards","2020M07D28","2020 July 28","20","Seven day rolling total","Euro Thousand","30555"
"CBM03C12","Credit Card Volumes - Business Cards","2020M07D29","2020 July 29","10","Daily total","Euro Thousand","5311"
"CBM03C12","Credit Card Volumes - Business Cards","2020M07D29","2020 July 29","20","Seven day rolling total","Euro Thousand","30435"
"CBM03C12","Credit Card Volumes - Business Cards","2020M07D30","2020 July 30","10","Daily total","Euro Thousand","5250"
"CBM03C12","Credit Card Volumes - Business Cards","2020M07D30","2020 July 30","20","Seven day rolling total","Euro Thousand","30178"
"CBM03C12","Credit Card Volumes - Business Cards","2020M07D31","2020 July 31","10","Daily total","Euro Thousand","5519"
"CBM03C12","Credit Card Volumes - Business Cards","2020M07D31","2020 July 31","20","Seven day rolling total","Euro Thousand","30236"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D01","2020 August 01","10","Daily total","Euro Thousand","2834"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D01","2020 August 01","20","Seven day rolling total","Euro Thousand","30916"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D02","2020 August 02","10","Daily total","Euro Thousand","1653"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D02","2020 August 02","20","Seven day rolling total","Euro Thousand","31119"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D03","2020 August 03","10","Daily total","Euro Thousand","2344"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D03","2020 August 03","20","Seven day rolling total","Euro Thousand","28395"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D04","2020 August 04","10","Daily total","Euro Thousand","4945"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D04","2020 August 04","20","Seven day rolling total","Euro Thousand","27856"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D05","2020 August 05","10","Daily total","Euro Thousand","5486"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D05","2020 August 05","20","Seven day rolling total","Euro Thousand","28031"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D06","2020 August 06","10","Daily total","Euro Thousand","5278"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D06","2020 August 06","20","Seven day rolling total","Euro Thousand","28058"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D07","2020 August 07","10","Daily total","Euro Thousand","4972"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D07","2020 August 07","20","Seven day rolling total","Euro Thousand","27511"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D08","2020 August 08","10","Daily total","Euro Thousand","1882"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D08","2020 August 08","20","Seven day rolling total","Euro Thousand","26559"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D09","2020 August 09","10","Daily total","Euro Thousand","1304"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D09","2020 August 09","20","Seven day rolling total","Euro Thousand","26210"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D10","2020 August 10","10","Daily total","Euro Thousand","5622"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D10","2020 August 10","20","Seven day rolling total","Euro Thousand","29488"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D11","2020 August 11","10","Daily total","Euro Thousand","6312"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D11","2020 August 11","20","Seven day rolling total","Euro Thousand","30856"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D12","2020 August 12","10","Daily total","Euro Thousand","6480"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D12","2020 August 12","20","Seven day rolling total","Euro Thousand","31850"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D13","2020 August 13","10","Daily total","Euro Thousand","5777"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D13","2020 August 13","20","Seven day rolling total","Euro Thousand","32349"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D14","2020 August 14","10","Daily total","Euro Thousand","5931"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D14","2020 August 14","20","Seven day rolling total","Euro Thousand","33308"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D15","2020 August 15","10","Daily total","Euro Thousand","2297"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D15","2020 August 15","20","Seven day rolling total","Euro Thousand","33724"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D16","2020 August 16","10","Daily total","Euro Thousand","1639"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D16","2020 August 16","20","Seven day rolling total","Euro Thousand","34059"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D17","2020 August 17","10","Daily total","Euro Thousand","5740"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D17","2020 August 17","20","Seven day rolling total","Euro Thousand","34177"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D18","2020 August 18","10","Daily total","Euro Thousand","5635"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D18","2020 August 18","20","Seven day rolling total","Euro Thousand","33500"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D19","2020 August 19","10","Daily total","Euro Thousand","5640"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D19","2020 August 19","20","Seven day rolling total","Euro Thousand","32660"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D20","2020 August 20","10","Daily total","Euro Thousand","5571"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D20","2020 August 20","20","Seven day rolling total","Euro Thousand","32455"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D21","2020 August 21","10","Daily total","Euro Thousand","5601"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D21","2020 August 21","20","Seven day rolling total","Euro Thousand","32124"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D22","2020 August 22","10","Daily total","Euro Thousand","2227"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D22","2020 August 22","20","Seven day rolling total","Euro Thousand","32054"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D23","2020 August 23","10","Daily total","Euro Thousand","1584"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D23","2020 August 23","20","Seven day rolling total","Euro Thousand","31999"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D24","2020 August 24","10","Daily total","Euro Thousand","5576"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D24","2020 August 24","20","Seven day rolling total","Euro Thousand","31835"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D25","2020 August 25","10","Daily total","Euro Thousand","5619"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D25","2020 August 25","20","Seven day rolling total","Euro Thousand","31819"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D26","2020 August 26","10","Daily total","Euro Thousand","5751"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D26","2020 August 26","20","Seven day rolling total","Euro Thousand","31929"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D27","2020 August 27","10","Daily total","Euro Thousand","5508"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D27","2020 August 27","20","Seven day rolling total","Euro Thousand","31866"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D28","2020 August 28","10","Daily total","Euro Thousand","5668"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D28","2020 August 28","20","Seven day rolling total","Euro Thousand","31933"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D29","2020 August 29","10","Daily total","Euro Thousand","2162"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D29","2020 August 29","20","Seven day rolling total","Euro Thousand","31868"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D30","2020 August 30","10","Daily total","Euro Thousand","1548"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D30","2020 August 30","20","Seven day rolling total","Euro Thousand","31831"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D31","2020 August 31","10","Daily total","Euro Thousand","5328"
"CBM03C12","Credit Card Volumes - Business Cards","2020M08D31","2020 August 31","20","Seven day rolling total","Euro Thousand","31584"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D01","2020 September 01","10","Daily total","Euro Thousand","6372"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D01","2020 September 01","20","Seven day rolling total","Euro Thousand","32336"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D02","2020 September 02","10","Daily total","Euro Thousand","6254"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D02","2020 September 02","20","Seven day rolling total","Euro Thousand","32840"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D03","2020 September 03","10","Daily total","Euro Thousand","6269"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D03","2020 September 03","20","Seven day rolling total","Euro Thousand","33600"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D04","2020 September 04","10","Daily total","Euro Thousand","5665"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D04","2020 September 04","20","Seven day rolling total","Euro Thousand","33597"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D05","2020 September 05","10","Daily total","Euro Thousand","2187"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D05","2020 September 05","20","Seven day rolling total","Euro Thousand","33622"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D06","2020 September 06","10","Daily total","Euro Thousand","1514"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D06","2020 September 06","20","Seven day rolling total","Euro Thousand","33588"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D07","2020 September 07","10","Daily total","Euro Thousand","5201"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D07","2020 September 07","20","Seven day rolling total","Euro Thousand","33461"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D08","2020 September 08","10","Daily total","Euro Thousand","5366"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D08","2020 September 08","20","Seven day rolling total","Euro Thousand","32456"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D09","2020 September 09","10","Daily total","Euro Thousand","5463"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D09","2020 September 09","20","Seven day rolling total","Euro Thousand","31664"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D10","2020 September 10","10","Daily total","Euro Thousand","6438"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D10","2020 September 10","20","Seven day rolling total","Euro Thousand","31833"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D11","2020 September 11","10","Daily total","Euro Thousand","6441"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D11","2020 September 11","20","Seven day rolling total","Euro Thousand","32609"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D12","2020 September 12","10","Daily total","Euro Thousand","2411"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D12","2020 September 12","20","Seven day rolling total","Euro Thousand","32833"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D13","2020 September 13","10","Daily total","Euro Thousand","1624"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D13","2020 September 13","20","Seven day rolling total","Euro Thousand","32943"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D14","2020 September 14","10","Daily total","Euro Thousand","5932"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D14","2020 September 14","20","Seven day rolling total","Euro Thousand","33674"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D15","2020 September 15","10","Daily total","Euro Thousand","6108"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D15","2020 September 15","20","Seven day rolling total","Euro Thousand","34415"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D16","2020 September 16","10","Daily total","Euro Thousand","6270"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D16","2020 September 16","20","Seven day rolling total","Euro Thousand","35222"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D17","2020 September 17","10","Daily total","Euro Thousand","6374"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D17","2020 September 17","20","Seven day rolling total","Euro Thousand","35159"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D18","2020 September 18","10","Daily total","Euro Thousand","6053"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D18","2020 September 18","20","Seven day rolling total","Euro Thousand","34771"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D19","2020 September 19","10","Daily total","Euro Thousand","2293"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D19","2020 September 19","20","Seven day rolling total","Euro Thousand","34652"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D20","2020 September 20","10","Daily total","Euro Thousand","1606"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D20","2020 September 20","20","Seven day rolling total","Euro Thousand","34634"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D21","2020 September 21","10","Daily total","Euro Thousand","5451"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D21","2020 September 21","20","Seven day rolling total","Euro Thousand","34153"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D22","2020 September 22","10","Daily total","Euro Thousand","5894"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D22","2020 September 22","20","Seven day rolling total","Euro Thousand","33939"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D23","2020 September 23","10","Daily total","Euro Thousand","6256"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D23","2020 September 23","20","Seven day rolling total","Euro Thousand","33926"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D24","2020 September 24","10","Daily total","Euro Thousand","5991"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D24","2020 September 24","20","Seven day rolling total","Euro Thousand","33542"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D25","2020 September 25","10","Daily total","Euro Thousand","5552"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D25","2020 September 25","20","Seven day rolling total","Euro Thousand","33041"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D26","2020 September 26","10","Daily total","Euro Thousand","2149"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D26","2020 September 26","20","Seven day rolling total","Euro Thousand","32898"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D27","2020 September 27","10","Daily total","Euro Thousand","1596"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D27","2020 September 27","20","Seven day rolling total","Euro Thousand","32888"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D28","2020 September 28","10","Daily total","Euro Thousand","5500"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D28","2020 September 28","20","Seven day rolling total","Euro Thousand","32937"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D29","2020 September 29","10","Daily total","Euro Thousand","5750"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D29","2020 September 29","20","Seven day rolling total","Euro Thousand","32793"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D30","2020 September 30","10","Daily total","Euro Thousand","6275"
"CBM03C12","Credit Card Volumes - Business Cards","2020M09D30","2020 September 30","20","Seven day rolling total","Euro Thousand","32812"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D01","2020 October 01","10","Daily total","Euro Thousand","6653"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D01","2020 October 01","20","Seven day rolling total","Euro Thousand","33475"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D02","2020 October 02","10","Daily total","Euro Thousand","5963"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D02","2020 October 02","20","Seven day rolling total","Euro Thousand","33886"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D03","2020 October 03","10","Daily total","Euro Thousand","2710"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D03","2020 October 03","20","Seven day rolling total","Euro Thousand","34447"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D04","2020 October 04","10","Daily total","Euro Thousand","1480"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D04","2020 October 04","20","Seven day rolling total","Euro Thousand","34332"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D05","2020 October 05","10","Daily total","Euro Thousand","5581"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D05","2020 October 05","20","Seven day rolling total","Euro Thousand","34413"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D06","2020 October 06","10","Daily total","Euro Thousand","5684"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D06","2020 October 06","20","Seven day rolling total","Euro Thousand","34347"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D07","2020 October 07","10","Daily total","Euro Thousand","5697"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D07","2020 October 07","20","Seven day rolling total","Euro Thousand","33769"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D08","2020 October 08","10","Daily total","Euro Thousand","5675"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D08","2020 October 08","20","Seven day rolling total","Euro Thousand","32791"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D09","2020 October 09","10","Daily total","Euro Thousand","6286"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D09","2020 October 09","20","Seven day rolling total","Euro Thousand","33114"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D10","2020 October 10","10","Daily total","Euro Thousand","2355"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D10","2020 October 10","20","Seven day rolling total","Euro Thousand","32759"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D11","2020 October 11","10","Daily total","Euro Thousand","1559"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D11","2020 October 11","20","Seven day rolling total","Euro Thousand","32838"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D12","2020 October 12","10","Daily total","Euro Thousand","6452"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D12","2020 October 12","20","Seven day rolling total","Euro Thousand","33709"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D13","2020 October 13","10","Daily total","Euro Thousand","6306"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D13","2020 October 13","20","Seven day rolling total","Euro Thousand","34330"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D14","2020 October 14","10","Daily total","Euro Thousand","6127"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D14","2020 October 14","20","Seven day rolling total","Euro Thousand","34761"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D15","2020 October 15","10","Daily total","Euro Thousand","6416"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D15","2020 October 15","20","Seven day rolling total","Euro Thousand","35501"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D16","2020 October 16","10","Daily total","Euro Thousand","5952"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D16","2020 October 16","20","Seven day rolling total","Euro Thousand","35166"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D17","2020 October 17","10","Daily total","Euro Thousand","2332"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D17","2020 October 17","20","Seven day rolling total","Euro Thousand","35143"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D18","2020 October 18","10","Daily total","Euro Thousand","1556"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D18","2020 October 18","20","Seven day rolling total","Euro Thousand","35140"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D19","2020 October 19","10","Daily total","Euro Thousand","6002"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D19","2020 October 19","20","Seven day rolling total","Euro Thousand","34690"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D20","2020 October 20","10","Daily total","Euro Thousand","6222"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D20","2020 October 20","20","Seven day rolling total","Euro Thousand","34607"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D21","2020 October 21","10","Daily total","Euro Thousand","6228"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D21","2020 October 21","20","Seven day rolling total","Euro Thousand","34708"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D22","2020 October 22","10","Daily total","Euro Thousand","5560"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D22","2020 October 22","20","Seven day rolling total","Euro Thousand","33852"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D23","2020 October 23","10","Daily total","Euro Thousand","5451"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D23","2020 October 23","20","Seven day rolling total","Euro Thousand","33351"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D24","2020 October 24","10","Daily total","Euro Thousand","2001"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D24","2020 October 24","20","Seven day rolling total","Euro Thousand","33021"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D25","2020 October 25","10","Daily total","Euro Thousand","1262"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D25","2020 October 25","20","Seven day rolling total","Euro Thousand","32726"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D26","2020 October 26","10","Daily total","Euro Thousand","1830"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D26","2020 October 26","20","Seven day rolling total","Euro Thousand","28554"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D27","2020 October 27","10","Daily total","Euro Thousand","5184"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D27","2020 October 27","20","Seven day rolling total","Euro Thousand","27516"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D28","2020 October 28","10","Daily total","Euro Thousand","5292"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D28","2020 October 28","20","Seven day rolling total","Euro Thousand","26579"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D29","2020 October 29","10","Daily total","Euro Thousand","5344"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D29","2020 October 29","20","Seven day rolling total","Euro Thousand","26364"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D30","2020 October 30","10","Daily total","Euro Thousand","5257"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D30","2020 October 30","20","Seven day rolling total","Euro Thousand","26170"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D31","2020 October 31","10","Daily total","Euro Thousand","2195"
"CBM03C12","Credit Card Volumes - Business Cards","2020M10D31","2020 October 31","20","Seven day rolling total","Euro Thousand","26364"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D01","2020 November 01","10","Daily total","Euro Thousand","2142"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D01","2020 November 01","20","Seven day rolling total","Euro Thousand","27244"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D02","2020 November 02","10","Daily total","Euro Thousand","5562"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D02","2020 November 02","20","Seven day rolling total","Euro Thousand","30975"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D03","2020 November 03","10","Daily total","Euro Thousand","6039"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D03","2020 November 03","20","Seven day rolling total","Euro Thousand","31831"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D04","2020 November 04","10","Daily total","Euro Thousand","5500"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D04","2020 November 04","20","Seven day rolling total","Euro Thousand","32039"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D05","2020 November 05","10","Daily total","Euro Thousand","5577"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D05","2020 November 05","20","Seven day rolling total","Euro Thousand","32273"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D06","2020 November 06","10","Daily total","Euro Thousand","5514"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D06","2020 November 06","20","Seven day rolling total","Euro Thousand","32530"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D07","2020 November 07","10","Daily total","Euro Thousand","1940"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D07","2020 November 07","20","Seven day rolling total","Euro Thousand","32275"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D08","2020 November 08","10","Daily total","Euro Thousand","1280"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D08","2020 November 08","20","Seven day rolling total","Euro Thousand","31414"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D09","2020 November 09","10","Daily total","Euro Thousand","5125"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D09","2020 November 09","20","Seven day rolling total","Euro Thousand","30976"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D10","2020 November 10","10","Daily total","Euro Thousand","6797"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D10","2020 November 10","20","Seven day rolling total","Euro Thousand","31734"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D11","2020 November 11","10","Daily total","Euro Thousand","6491"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D11","2020 November 11","20","Seven day rolling total","Euro Thousand","32724"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D12","2020 November 12","10","Daily total","Euro Thousand","6345"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D12","2020 November 12","20","Seven day rolling total","Euro Thousand","33491"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D13","2020 November 13","10","Daily total","Euro Thousand","6177"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D13","2020 November 13","20","Seven day rolling total","Euro Thousand","34154"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D14","2020 November 14","10","Daily total","Euro Thousand","2445"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D14","2020 November 14","20","Seven day rolling total","Euro Thousand","34659"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D15","2020 November 15","10","Daily total","Euro Thousand","1521"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D15","2020 November 15","20","Seven day rolling total","Euro Thousand","34899"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D16","2020 November 16","10","Daily total","Euro Thousand","6813"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D16","2020 November 16","20","Seven day rolling total","Euro Thousand","36587"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D17","2020 November 17","10","Daily total","Euro Thousand","6444"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D17","2020 November 17","20","Seven day rolling total","Euro Thousand","36234"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D18","2020 November 18","10","Daily total","Euro Thousand","6209"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D18","2020 November 18","20","Seven day rolling total","Euro Thousand","35952"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D19","2020 November 19","10","Daily total","Euro Thousand","6077"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D19","2020 November 19","20","Seven day rolling total","Euro Thousand","35685"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D20","2020 November 20","10","Daily total","Euro Thousand","6012"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D20","2020 November 20","20","Seven day rolling total","Euro Thousand","35520"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D21","2020 November 21","10","Daily total","Euro Thousand","2194"
